word,frequency
onthe,2
afer,56
Kalyapa,5
Jamadagni,2
Bhrgu,3
tages,3
excttion,4
Sega,3
succeeds,2
ee,77
anit,13
Cred,3
ETN,3
rq,2
Phalguna,3
tme,2
cqual,4
caten,3
nga,3
CARAKASAMIITA,7
qn,6
WPT,2
aurea,2
atte,5
tharp,2
Meh,3
afte,9
egy,3
ster,6
suvarcals,2
polson,3
Weer,2
gudact,3
stcength,3
rasfyana,2
Ferg,2
geen,5
fricd,2
dyspnoca,37
grahagi,10
Spe,2
ard,44
ened,9
hed,5
frults,11
steength,3
mated,5
teiphala,2
plastered,16
js,9
Dy,7
diseasea,2
Ferre,3
ghce,6
triphal,4
ead,17
vact,8
lavaya,2
triphald,7
etre,6
kaqu,3
Ts,4
oferta,2
weeks,3
SS,23
cert,6
afta,7
ayaa,4
rere,15
cera,7
ores,7
swect,3
alightly,5
dil,3
amell,10
tridoga,6
cereale,2
NS,4
angen,3
aq,13
dilajatu,7
buming,30
horsegram,3
meatsoup,16
fila,2
Cikitsasthina,3
aad,17
ATED,2
fier,4
hermits,3
slowed,2
shifted,2
gandharvas,3
accom,4
centres,2
SAMINITA,13
Pulastya,3
Asita,4
Gautama,6
Afer,2
Gerd,4
weap,2
favour,6
imparted,5
practices,6
knowledye,2
mee,5
incantations,5
fre,15
anh,3
CHIKITSASTILANAM,2
cerry,3
infused,2
Payasyd,2
vidin,3
medi,14
merits,12
erate,13
ahd,2
Pargl,2
ss,6
aun,5
haying,7
balwaja,2
nila,4
Ol,4
dhould,6
oa,17
Lustre,2
safes,3
bowen,2
tet,11
dwellers,6
quieren,2
tert,4
uit,2
atten,3
tht,4
eect,4
cata,3
atrength,5
kharjora,13
payasy,4
tka,3
vida,2
fara,26
gambhirt,2
oll,30
cowghee,3
Cach,9
julce,10
agai,3
controlled,20
wrt,6
Pret,2
wil,8
Prorat,2
scriptures,8
alae,3
honour,6
honours,2
carriers,2
sacrifices,6
miracles,2
destroyed,9
Bhygu,2
indulged,8
reverted,2
selves,5
praises,2
recitations,2
honoured,8
Lhe,3
tne,8
rete,5
ders,6
positions,2
regimens,17
Ufe,2
OO,6
sity,4
args,5
alll,2
Gera,2
pleasuregiving,2
Fared,2
gaan,2
tics,2
tke,6
ments,9
berly,2
mye,6
stimulating,3
exhilarated,8
bathed,9
EF,2
agian,2
fags,5
troops,2
Ir,2
ren,6
datavan,2
jivanu,6
abhaka,2
pddhi,6
goksuraka,2
rasni,3
diugs,7
driks,3
pippals,4
vidirt,5
ikgu,4
vamtalocana,2
nigakedara,10
srength,2
TY,2
aot,8
geod,2
kapikacchO,2
pabhaka,4
datavari,5
glice,4
vamlalocana,3
Stee,2
erent,13
etapa,3
halwa,2
strengthened,8
behaves,5
pindarasas,2
RN,3
sparrows,3
cocks,5
peacocks,2
sweetened,9
falar,4
ation,17
slackened,2
seinen,2
PR,3
aera,28
quel,2
stiffened,10
fh,3
acconding,3
iret,3
Thuse,2
vil,5
iene,2
wered,2
fhe,6
abould,4
impregnating,5
jlvaka,4
kikoll,4
gokgura,10
gagjika,3
lange,2
weg,11
afters,5
swans,3
kulitga,2
dictary,4
edibles,21
Gta,2
eid,3
citar,3
gla,3
kapikacchu,7
mydwika,4
vamia,4
SAMILITA,20
TTA,19
gaytika,2
een,14
arnt,6
draky,3
pippal,11
toscther,2
sugat,2
huncy,2
yal,3
rarest,3
atong,3
tays,2
GOTT,2
Ty,10
powler,9
pupalikis,3
ver,6
ter,7
gfe,10
nipples,4
isan,5
aml,117
waa,21
Meda,6
payasya,11
mga,5
cared,13
Pippalt,9
tla,4
pippah,5
Gren,3
vidan,3
payasa,8
Fea,3
orn,2
sceds,9
Mili,2
kneaded,4
alg,2
binds,2
frm,5
fem,8
Prem,2
wiih,7
ag,28
wumming,2
thie,4
Apnivesa,2
crafted,2
TTS,4
cea,5
pda,3
eo,10
hig,2
borly,4
hane,2
bulls,6
aul,42
ateength,2
baly,8
preparcd,2
oup,7
mitk,5
alah,2
raha,3
imal,3
qian,4
Pounded,4
alony,6
aame,2
Arg,7
orga,3
gett,3
dchusked,2
az,4
WII,3
waaay,2
eemen,2
Ste,3
afd,4
qf,8
asafoetida,5
plice,4
shoubl,14
uted,8
wants,3
tlmes,2
ikguraka,2
kapikacchd,2
Ww,5
ferd,2
gama,3
aif,4
tg,3
equa,7
CHIKITSAS,3
evar,5
trafick,3
Afler,2
Mowers,6
blossoms,3
litle,11
abl,2
evauative,4
pervaded,3
boly,19
phee,25
boty,2
qs,5
unctous,6
Shera,2
fied,8
entities,4
Rowe,3
queries,5
Rae,5
nau,2
Arora,2
Fegan,2
Tees,3
relapsed,3
heard,11
Agniveia,2
kgaya,2
SAMITITA,18
Ue,14
occured,2
wiped,4
riers,2
Lonl,2
offerings,10
thint,11
ob,10
atl,17
ste,4
heads,28
pradually,2
Lond,2
thisst,2
bodyache,5
inclu,2
cawes,2
dia,5
mfr,2
indige,5
Pe,5
geese,2
doga,35
acconling,14
aMliction,2
SANIIITA,5
exerts,13
rte,3
vo,4
Ht,9
casy,4
tymptoms,8
extemal,2
deat,5
daar,4
aor,3
wich,6
vitlated,8
suffers,44
shoul,89
orem,3
numcrous,2
destroys,78
CTA,6
Wied,2
ATER,2
emt,4
erty,4
ws,12
simultancously,2
dhdtus,3
aweck,2
thice,3
continues,13
dhitu,2
ries,2
rises,5
aang,3
duyya,2
pives,3
hes,4
soll,2
anf,11
grows,6
tise,5
feyer,2
Fafa,3
und,6
cegion,2
pitts,2
feom,3
ancl,14
theee,7
sae,5
ota,5
Brea,2
feo,2
cunt,7
dojas,10
cr,5
haemoptysis,49
diarthoea,10
dysp,2
dukra,2
br,4
farts,3
amaller,2
duals,8
Bd,2
erates,4
ceed,5
tos,12
awed,5
sentation,5
facces,30
whh,10
lassitute,2
tevere,3
auch,9
sensations,11
awns,2
charred,3
roughened,7
ciated,2
ablomen,10
waren,4
mit,4
lypes,6
cursing,3
tceth,2
alten,3
preluces,2
fase,3
sel,3
ence,3
eres,11
pilta,5
concemed,4
CHARAK,4
antipoison,8
exhibits,24
sannipita,9
variou,2
anxicty,3
eset,2
noo,2
numbed,2
recat,2
wats,4
ferred,8
kindled,7
vatakaphaja,3
wate,12
channelcleansing,2
parpajaka,4
ulira,16
udicya,9
CATT,6
altuated,2
emetica,2
ETAT,8
aut,12
beart,2
ergata,3
SSS,5
grucl,18
grucls,4
addicts,3
sated,5
wom,5
garde,2
wikl,2
saturating,25
tecth,8
STITT,2
CTT,8
GATT,3
dozas,9
sorte,3
cafe,6
shoulil,8
toured,3
animale,2
erry,8
Qe,4
SRT,7
HF,2
coki,2
passages,25
promoted,3
cercals,2
OP,2
earned,2
Shere,2
ferat,3
maile,2
patched,3
sours,20
pomegranates,16
siles,4
couked,22
dlarrhoea,2
prinipargt,3
dhinyaka,7
vidarigandhadi,3
mpdwika,4
pippalimala,7
dugyht,9
vpkgimla,3
Rhee,2
ator,4
ogy,2
lentils,11
makuythaka,2
Sta,3
Fart,2
fewer,14
eines,2
Atceya,4
doya,9
hor,3
dietitic,6
tes,11
parpataka,6
dugtht,6
duralabha,14
Kirdtatikta,4
ufira,4
appctiser,2
pajola,13
Pajola,5
striva,3
euch,4
certian,2
cats,7
fala,6
Kujaja,3
haimavau,2
kajurohint,2
morva,5
ativisl,3
dhanvaylsa,2
drould,3
Madhoka,4
parugaka,10
traya,2
ullra,2
fewest,2
dhanvayisa,2
sould,4
decoution,3
Tet,6
esa,2
ont,10
puduct,2
fupthi,3
sannipitaja,4
cou,3
dati,2
eure,2
nts,2
Bhee,2
drakgi,4
chronk,2
ular,3
guduct,3
triphals,7
yhee,10
Brhau,3
kanjakin,2
SAMIFITA,2
amie,2
byhat,3
parpata,4
durdlabha,8
puskaramola,4
ott,3
downwards,15
kalpasthana,2
pharmaceuticals,6
frutt,2
trivpta,6
dragvadha,13
sary,2
ferrari,2
raced,2
paficamala,5
jagpery,3
overcomes,28
sete,2
afi,4
reared,9
hribera,11
dhitus,20
aragvadha,10
mudgapargi,2
SAMINTA,3
Cr,37
priyatyu,2
fatahva,3
visi,10
aalt,4
ailded,2
esi,2
Jivant,2
Loiled,2
madhuba,3
kilmarya,2
aoe,5
talla,3
sprinklings,7
applicd,22
candanddi,3
eet,44
aed,45
candanidya,2
killyaka,3
siriva,10
pugdanka,2
daivala,4
kageruka,2
kuda,6
Gili,2
velasa,2
vanira,3
plakya,4
vaja,3
dhitaki,3
badari,2
koviddra,2
kadal,2
arigta,3
fravan,2
prabhaka,4
priydla,2
priyahyu,2
ditavirya,2
builed,5
couled,2
Fevers,4
cde,2
sta,2
afc,2
puykara,3
sheuld,2
jewels,2
Rivers,8
tanks,6
thirat,3
entertained,2
RAR,2
Asad,2
tw,8
ord,9
varafga,2
pura,2
bhottka,2
devadiry,5
kaimarya,6
kagjakin,2
brhatt,8
priniparnl,2
eragda,8
tilwaka,2
admantaka,2
kikinda,2
dhdnyaka,5
kujheraka,3
sargapa,11
ruha,5
roa,2
datapusp,2
miga,2
medaka,2
cour,2
coukel,5
pounted,2
Aaa,4
wales,4
fic,2
Fered,2
oul,3
Dogas,5
entered,8
taid,2
faity,2
fevee,2
wefan,2
oan,4
ahoull,2
ry,3
dhatuy,3
Promoting,16
cet,17
Cn,2
predaminant,2
Vigama,2
cmesis,2
digestives,7
chugs,2
fata,3
iar,3
Gaara,3
ured,3
gatpala,3
atthe,4
hel,2
cnemas,2
ov,5
cued,4
commended,34
ny,4
reer,5
areata,11
arta,4
worshipping,5
fiom,11
eulogising,2
sactifices,2
aya,8
Vedas,15
anid,22
anointings,3
purpation,4
majji,2
euema,2
shoull,17
adminis,6
tered,7
aris,2
rae,8
Meatsoup,4
aban,2
CARAKASAMIIITA,6
andl,21
pricf,2
pets,6
tte,6
Mla,2
awit,3
groans,3
respires,3
oigan,2
trembles,6
ifthe,3
farting,2
revived,2
CATA,2
overeating,6
regains,5
ATH,3
eget,12
FETT,2
relapses,2
mis,4
cosas,4
hills,8
sullcring,6
pimples,12
CARAKASAMITITA,8
tcu,2
Ang,2
frre,5
ques,5
Caraha,4
Atrcya,3
cae,8
apy,2
lke,9
toms,14
canes,2
MATES,2
TPE,2
Games,2
Gl,3
cer,8
ths,2
tts,7
feos,2
bluud,2
assuciation,2
pins,2
dows,3
iit,2
invading,3
antl,4
acd,4
raktapita,6
ows,2
ced,15
raktapitia,3
proluces,7
LLL,2
haemorthage,9
paticnt,18
TRAE,2
PTET,2
Frege,5
dred,3
CETTE,2
frames,5
ATR,5
qari,3
ergs,3
eq,8
egies,2
downwanl,2
padily,3
raktaplita,2
pteparation,2
makuyjha,2
vetra,3
kirdtatikta,2
gagdira,3
vattaka,3
hee,3
sume,4
inay,2
prepated,6
decuction,3
ubira,2
usc,2
wlumbara,2
decoc,4
tlon,2
swe,2
femal,2
tothe,3
fies,2
nes,2
wre,7
relat,2
arin,3
Iu,2
drut,2
fared,9
wreaks,2
ering,5
alent,5
que,7
TER,3
stil,4
pationt,5
whe,10
cmaciated,2
tlie,28
hacmorthage,7
ulpala,4
lodhira,3
disolved,2
patlent,5
priyadgu,2
dre,2
ofa,6
sirivd,2
administe,2
hage,2
HTT,4
Lali,2
hacmorrhage,7
supar,2
lothra,2
ATL,2
pacificd,2
vdyu,10
ext,5
fait,2
mocatasa,2
wilh,11
nulk,4
Vasi,2
viel,2
flowen,3
checks,15
eatin,3
cookel,3
whth,6
paittika,65
whith,7
mamage,2
beds,6
loins,4
palafa,3
digima,3
haemo,2
rhage,2
ghyia,2
oq,3
mgt,3
Julce,6
rakia,2
dorva,6
dhatakt,3
seh,3
mypala,2
yavasa,2
CINKITSASTHANAM,5
hucandana,2
ulumbara,3
adwattha,3
Jodhra,2
Rroup,2
utensils,4
narratives,2
haemorrhaye,2
CHPATER,2
afm,3
professors,3
wernt,2
obstructing,8
luces,2
passaye,3
ails,5
Berea,2
cxcrements,3
Vatika,6
frees,5
ange,5
paln,7
Ry,4
pulma,6
Ded,2
Mn,3
gulmas,2
doqas,3
inflamming,2
roughening,11
mens,2
trual,2
gn,3
excercise,2
agpravated,3
vont,2
feng,5
vilika,2
subdues,179
pills,24
vatagulma,8
purged,19
wR,6
Ec,2
Llood,2
anJ,6
ent,14
fears,2
facie,2
oferty,3
margins,5
disonter,6
climinated,8
Vv,3
CHIKITSASTITANAM,8
poo,3
fomentatlon,2
kaphagulma,6
locating,3
arigja,3
cauterizatlon,2
grea,2
asd,2
raat,7
sulted,6
subi,2
le,12
duc,19
Ueatment,3
enfant,3
erste,2
CIIKITSASTITANAM,3
saat,6
prasannd,2
yt,9
hitgu,13
yavakgdra,2
cla,6
vitagulma,2
hapusd,3
wll,3
jtraka,2
yavant,13
hola,6
tle,5
grahaut,4
arama,6
arpa,3
afed,4
dt,5
Hingn,2
du,22
vty,4
Tey,2
eed,26
ania,5
dagima,4
hidgu,8
yavaksira,24
yavani,7
pippalimola,12
didima,5
madhulukta,3
pravahika,2
vitaguima,2
bolted,3
sc,2
Depends,2
fren,12
vatiha,6
paituka,2
nonunctuous,4
mera,4
pula,4
int,8
oly,2
apphel,4
iy,8
Ghyta,14
mili,2
ue,12
witht,5
uo,2
wel,13
deca,7
pm,45
ine,7
dese,2
mised,3
digesta,2
meataoup,2
piven,12
lerma,2
plata,2
cri,3
sedi,2
uel,7
Gr,4
avd,2
Dict,2
pation,5
arte,3
tak,4
typeof,2
tals,2
tbe,3
vel,2
tei,3
Sete,2
yaa,2
pittagulma,4
tiphala,7
decation,3
anoresia,3
gamed,4
etd,5
kajuka,2
vird,5
jlvanu,2
crysipelas,4
paittiha,3
ehould,4
ying,3
madhOka,2
triphali,3
harttaks,2
ht,6
pittaguima,3
haritakt,10
semation,2
ites,3
paruyaka,2
eases,3
shouhl,7
grasses,5
Wien,2
placing,3
picce,3
weds,5
yavakslea,2
fers,8
Dhallataka,3
pms,11
vac,3
dat,8
grahant,6
dugyhi,7
yavakgira,10
grahagt,6
anacmla,2
Paget,2
mulation,4
parti,3
Thas,3
ATS,2
ep,4
wits,3
purpative,8
mentional,2
lates,2
anol,2
fais,2
iste,2
dantl,4
adiled,5
spleno,3
ferns,2
kaphaguima,2
yavakyira,9
alkall,9
buls,2
cirabilva,2
midhvika,3
yavint,2
aden,3
covers,4
aftr,4
bites,17
jagrery,3
Morcover,3
aon,7
wie,9
alw,3
inv,2
apphed,5
une,6
hae,2
disonler,3
bloo,4
wih,9
Jivantya,3
afew,4
pacifi,2
formations,3
alkalis,28
lial,2
uncon,2
Vy,2
nie,2
Lactors,2
Rew,7
draws,7
pramehas,6
vem,2
pramchas,5
Tike,5
pases,2
acconting,6
tive,18
doqa,3
whi,4
ese,4
eevee,2
ats,3
pramcha,12
abun,3
strengh,5
evacuatlon,2
kalpasthina,2
frum,6
appliel,2
eri,3
wets,6
peckers,2
WUTC,2
faq,2
ele,3
fasta,3
tiphall,2
honry,2
Ip,2
Gals,2
devadira,2
payha,13
ees,8
ajay,2
isa,5
mustaka,4
ghptas,2
erated,3
eum,2
lowers,4
kujaya,2
anata,5
wands,2
Gokgura,2
ative,4
dcugs,2
tridogaja,5
CARAKASAMINITA,2
gt,17
pla,4
liters,3
hept,2
GT,5
deco,4
dant,15
Jsavas,3
ig,5
witer,2
atu,3
ev,3
Vid,6
CUIKITSASTHANAM,3
gran,3
cael,2
aguiu,2
physi,10
cian,4
shoukt,2
Pittaja,17
Feet,2
oie,2
abstenance,2
Cert,2
diag,3
SAMIITA,17
palttika,6
inflicting,5
Hert,2
Sarat,5
dayya,2
batley,2
tinctus,2
baths,4
sins,3
damaging,2
rege,3
paficakarma,3
ealt,4
AMHITA,5
ongin,2
arethe,2
kuytha,18
atau,2
kusjha,11
sidhma,3
pmper,3
Nya,2
kugiha,3
simulates,3
kuyha,15
magdala,2
jihva,4
hugyha,2
kugha,6
cated,7
aaah,4
Rewer,3
Saree,3
PTE,2
knows,7
carmadala,3
disorlers,2
Gy,4
Feary,7
hapha,7
CARAK,4
kijibha,2
weer,4
oth,2
tespective,3
Thre,2
fost,2
waht,3
cena,5
erred,14
frau,2
huytha,3
cok,3
kugtha,22
efeat,2
eis,4
TMT,2
wala,5
ruins,2
Prescribed,2
Witt,2
fpr,2
pitient,2
kusthas,2
Sauviraka,7
tugodaka,2
asavas,2
ented,3
effected,11
bphatl,2
Pippah,4
hustha,4
tmoking,2
oo,3
athe,4
scarified,6
leprotic,3
ingly,3
jiu,3
kuyyha,3
kugjha,8
Ws,2
armies,2
eof,2
cel,4
Vit,2
kuyjha,16
rasiijana,2
wikaju,2
swellings,24
fener,5
trikaju,17
saptaparga,4
haridea,7
bhonimba,4
jatt,2
Kuytha,4
disonlers,4
arma,5
matica,3
madhvdsava,2
CRATES,2
Iltres,2
trikaqu,25
nigakesara,2
Jeucoderma,2
cauted,2
cularly,2
dsava,3
jagyery,7
citeaka,6
avers,2
ghytas,11
licated,2
jagsery,2
fone,5
apd,4
ars,3
ahr,4
rasifjana,2
fugyht,2
palisa,4
mimst,3
haridrd,3
kuypha,2
muykaka,2
karafija,7
ocdema,8
rasdfjana,2
daruharidrd,2
karaiija,2
firiga,2
qu,4
Sragvadha,4
elghth,2
regulary,2
yata,2
devaddru,6
fires,2
molaka,3
rohigi,3
figru,8
Sceds,2
rocand,2
erayda,2
trikagu,2
tumburu,6
hujaja,3
Cea,3
aferd,2
lafuna,3
asphota,3
kisisa,2
diruharidra,9
aff,7
massaye,3
fer,19
Je,3
kistsa,3
feasts,2
mega,2
sft,3
EE,14
ARR,2
Bt,4
Putika,9
devadacu,2
mapdala,2
apimirga,5
dravant,2
Cu,4
punamavd,3
sauviraka,11
byhatl,2
sdriva,2
Khadita,3
rohitaka,5
saplaparga,2
huyha,3
huyjha,3
hareguka,2
ativiga,6
kuythas,2
ghees,2
tenaation,2
ointments,3
tv,7
Ss,8
gulms,3
shuull,2
ening,2
warrenty,2
sariva,3
heact,4
efor,5
karafja,4
Lujaja,3
hacidra,2
alge,2
Vin,2
CIIKITSASTHANAM,9
gered,6
anvinting,2
taptaparga,2
av,7
vidatiga,2
roo,2
dtd,2
stat,2
rity,3
priyafgu,9
partkularly,2
Gears,2
allevia,3
seads,2
urlne,3
hile,3
leucolerma,2
attenuated,2
Faget,4
crema,7
sd,3
Agniveds,5
arate,10
dren,2
wep,3
Rohint,2
daughters,2
despised,2
wives,3
attacked,4
yakgma,3
Alvins,2
despatched,3
fread,3
erator,2
cen,7
sth,2
STA,3
alrength,2
Leen,3
cleven,3
teeta,2
hus,2
disonters,12
cath,5
yuice,2
tiles,4
caryza,2
respec,7
Haart,2
cians,4
asad,2
lity,3
tans,2
strat,2
metabolised,2
ool,2
accumu,2
ticles,2
diarthoca,8
ied,3
SRR,2
AC,2
yakgm,2
thoulders,2
generalised,9
TEU,2
Pama,4
ofan,3
couyh,2
alfected,4
spits,2
agitated,22
kaphadaya,2
exia,2
Gt,4
amalati,2
cura,4
wpa,3
addel,4
MT,3
tere,2
YT,2
scsamum,8
nigakelara,4
muffing,5
erm,2
mie,2
mafjigha,3
kaderuka,2
mixal,3
Fert,3
wget,4
Ren,3
abso,2
mplwika,2
awakens,4
harttali,4
uiphala,5
lormulations,2
egal,7
rer,4
bs,9
argh,4
TCT,3
frag,6
Durdlabha,2
prinipargs,3
fillered,2
puskaramala,2
thicst,3
puykaramola,6
Sy,13
ain,3
Mic,2
sep,2
cada,4
agers,3
Sra,3
appetisers,14
madhvika,2
vay,3
spel,2
sativation,2
vitaalleviating,2
checking,8
jamba,8
yuthika,3
matuluiga,2
soun,2
cukrika,6
sthiradi,2
pafcamula,2
alung,4
appetising,87
asteingent,2
org,4
UAH,2
TCL,2
wholewme,2
cli,3
vit,7
cleansers,2
tablets,3
clea,3
entra,3
Yavant,2
tpleen,2
tides,2
hoea,3
rarer,7
sre,6
Wwe,3
Sree,4
carminates,8
ari,5
Gre,4
carnivorus,2
promating,3
vultures,4
owls,3
serpents,9
hirds,2
buflalow,6
promotiny,2
marthy,4
perton,2
thu,3
nonaliminess,2
succumbs,2
camivorus,2
vitalisers,7
alleviater,8
plppalt,3
rasn,2
gokyura,3
plppali,2
eterna,2
att,10
sof,3
tarkin,2
mailhuka,2
seramum,3
anced,2
finds,9
mrt,2
ornaments,4
touchables,2
agit,3
sree,5
Cikitaisthana,2
symptome,2
queried,4
weil,3
hpdaya,2
lets,2
deranges,5
NN,2
Cisease,2
terrorising,2
symp,10
separa,2
aren,11
activitics,2
deranging,2
tafe,3
vows,3
cte,4
coincides,2
tard,2
eters,4
questioning,2
brahmapas,2
expresses,2
inflicts,2
dances,2
sings,3
merce,3
Gandharvas,4
jokes,2
secon,3
strikes,4
gifts,4
toh,3
agitating,3
recone,3
mended,4
Ferrer,2
ies,2
tikaju,2
cookal,3
harldea,2
uy,4
danu,14
vigatga,2
vdtarakta,2
kalyapaka,3
Pumsavana,2
ghia,7
Kapikacchu,2
CRT,2
bulbs,13
asafoctida,3
lafunidya,2
decorticated,2
patlic,2
devadary,4
trikau,2
faye,2
effet,2
fatwa,5
hifgu,6
maxi,2
larly,3
exc,2
FS,2
tated,2
afr,4
firtga,5
Psy,2
Protects,2
talivation,3
uscd,8
usin,2
hai,3
eeu,2
saree,3
tiktaka,3
mized,5
cokd,2
eit,9
whould,2
whips,2
ised,2
thieves,2
servants,2
terrorise,2
blessings,3
drugy,5
epllepsy,2
carta,3
abstaining,3
sper,2
Apasmira,2
experts,4
UAT,3
masking,2
secs,2
twitching,2
fect,4
Cura,2
sees,14
recovers,3
fits,20
Trae,2
utine,2
Raed,2
RTA,2
phe,2
gajapippall,7
mOrva,5
eiriva,2
shold,2
gard,6
Umes,3
jivantya,10
XV,40
quand,2
fing,3
citra,3
saryapa,3
shoukler,2
Anointing,2
applica,3
sek,2
karaija,3
fgg,4
quater,2
puyya,2
submitted,14
ased,2
dogay,2
interprets,2
wholcsome,2
dietitie,2
paficagavya,2
trusted,3
Dpdhabala,2
throws,4
Xt,8
indulges,8
Spee,2
au,17
haematuria,2
Gert,3
fetes,3
raed,3
oper,3
agg,2
madhtka,2
catia,2
ath,3
vitarakta,9
eladi,2
ded,3
tandullyaka,3
STATA,4
ITSASTHANAM,4
fullowed,2
timea,2
efter,7
SUT,3
gry,3
dupyhi,6
prinipargi,2
mudgapargt,2
mahimeda,3
kakolt,3
shuuld,4
caked,2
dase,3
bhe,3
vomiling,2
ack,2
uftra,3
totus,2
OA,2
vidirl,2
viates,4
licked,6
achieves,2
sarpirgudas,2
Geter,3
itt,2
paficamola,9
buds,7
shoula,2
witb,5
lesions,3
etter,2
viata,2
Wk,2
crt,2
sk,3
mL,6
sm,4
aflected,3
foctal,2
efit,4
gored,2
wl,2
hom,2
prometing,2
coukad,2
ood,4
buffalow,7
Fidava,2
dated,2
feted,2
quired,2
neglected,8
XII,21
TATA,8
originating,4
answered,5
twelling,4
ewelling,6
bedy,3
eran,9
awelling,4
aah,3
restored,10
ovenlcep,2
thinned,3
needed,6
ote,6
dricd,4
neta,4
Trikaqu,4
ps,3
enn,3
sym,2
Matus,12
arigtas,3
vigaiga,2
kaptakin,2
Shoul,2
haritali,3
THI,2
CHIKITASTHANAM,2
Ja,2
lauhabhasma,3
veel,2
tioned,2
ql,2
sugyhi,2
HS,2
audbhida,4
mia,4
srg,2
Tw,5
Grea,2
Frere,7
cltraka,3
LTT,2
firey,2
kiravi,3
paficakola,3
Weil,2
mins,2
dhyimaka,2
famented,2
dior,2
kaphaya,8
digru,5
afterpaste,2
candi,2
bolls,7
madhuyagts,2
Rasn,2
vyaghranakha,5
bphatt,3
altel,2
ond,9
HRT,2
CARARASAMHITA,2
mimsa,14
Pressed,3
excised,3
cauterized,3
tumour,15
Js,4
Blisters,2
blisters,2
boJy,2
nen,6
motra,7
suppu,2
Soret,2
defaecation,3
ance,6
suppurates,3
shanks,18
Itis,2
sqrt,2
jalakagardabha,2
ega,2
Cikitsasthana,2
XIII,14
Vil,3
oad,3
nv,2
Nandana,2
ligestion,2
ribed,3
Ales,2
AAT,5
zy,3
praga,8
blows,7
ablominal,3
megaly,2
neglecting,2
jerking,7
stats,2
seas,3
streaks,11
obstru,3
ction,2
sepa,2
Reaches,3
extinguishes,6
vatodara,4
wr,3
feraa,2
ayers,3
Pittodara,2
dcep,2
Oa,3
slcep,4
heay,2
XL,16
bloud,3
Lowels,4
plhodara,2
Uh,2
PE,2
apna,4
extinguishing,4
vorniting,6
Unge,2
dma,25
Xa,2
kloma,3
ageravated,2
normat,2
anut,2
tage,3
cin,2
distending,2
impelling,2
Auid,3
RATATAT,2
Vitodara,2
purgations,2
viyu,20
subjecting,2
twitchings,3
obl,2
pittodara,3
sitala,2
trayamap,2
fard,2
kupha,2
sannipitodara,2
sired,2
anv,10
plihodara,2
Norrunctuous,2
arigjas,4
ghice,6
jn,7
cnema,7
cafes,3
therealter,4
cucma,2
pres,10
afllicted,3
deteriorated,3
bints,2
prepartions,2
tik,4
defatted,3
trikayu,5
shoukd,5
yay,2
disocders,2
afier,4
pippalimOla,3
dadamola,8
Wel,2
fanaa,3
PRT,2
tues,2
TUTTE,4
slong,2
Yavin,2
kusgha,2
ive,4
acum,2
painof,2
iat,7
GRE,2
gulina,3
SAMUITA,3
Vater,2
PTAA,2
Arve,2
nilint,2
werd,9
Frey,6
Tk,2
snuht,3
EO,2
quanthy,2
dravanu,3
stabilised,2
trivyt,6
vaci,3
occlema,2
alatominal,2
vistcika,2
pippaltmola,3
alts,2
scabulous,5
wivpt,2
dantt,14
softened,5
afe,2
agaln,2
tympanttis,2
Seeger,2
tant,3
involves,2
forma,5
teria,2
lubricating,6
Intestines,3
fluld,5
Drghabala,6
XIV,24
geht,3
genetle,2
alte,2
efi,3
Inte,4
Grom,2
rom,7
olour,2
eructations,8
managable,3
inligestion,3
mingled,2
samina,7
prina,3
udina,7
EET,2
foetid,6
vinegars,2
pickles,6
phytcal,2
slecp,2
perly,2
ucine,2
foetal,4
karira,3
kharjara,2
Xiv,5
gta,2
growths,18
eructatlon,2
pictcing,2
tools,2
foctid,3
exer,6
wba,2
allmy,2
continuing,4
meee,5
prescnbe,2
tympa,2
nitis,2
centred,2
gals,2
bundled,2
scaamum,3
cragda,3
malaka,3
tuyodaka,2
bhatt,3
ove,4
pigeons,4
bluod,3
bloot,3
pites,3
echt,2
Taney,2
sullering,4
pijha,2
bidgu,2
jlraka,2
aaindhava,3
paiicakola,2
plppall,2
anorectum,11
eerste,2
powlered,3
plles,2
eradicates,2
Reval,2
Reva,2
Orns,2
pippalimdla,3
alleviaton,2
drial,2
butters,3
Lingala,2
motions,7
Tans,2
tok,2
CHL,4
giana,2
frags,2
mixcd,3
dy,7
gery,4
meth,2
gajapippali,5
cittaka,2
abled,4
sall,2
pajha,4
dysunia,2
cifgeri,2
Lopika,2
wal,7
pe,17
diinyaka,2
arul,4
enfin,3
tis,4
alded,3
gic,2
lolhra,3
hires,3
addet,2
Abhaydrigta,2
tumours,14
wears,2
lites,3
vd,3
Duralabha,3
dans,3
vigatiga,3
elavaluka,2
litces,3
tvak,2
igh,2
cetention,2
defaccation,2
Az,2
cori,2
faz,3
CRE,2
wailed,2
Tle,2
bers,3
alminister,2
prin,8
mmm,2
funyhi,2
pilex,2
Tiquid,2
gnats,2
Hares,2
Nilotpala,4
jutce,3
wiki,2
bila,4
waters,8
ahaa,4
TUS,2
ERT,6
trea,3
duytht,2
khadas,3
kidmarya,2
karbudara,3
kovidira,2
quall,2
ely,2
lus,3
nel,3
cular,3
ica,2
HR,3
acct,3
atk,2
preseribed,3
ost,3
hundeed,4
toups,2
gheescum,4
Piccha,2
shonld,2
dhataky,2
sts,2
der,4
treet,2
aerated,2
gokqura,2
alwattha,2
Katurohini,5
asof,3
thitty,2
