IAST_normalized,ASCII
nasyavyāpat,nasyavyaapat
nasyāyogaḥ,nasyaayogah
navaguḍa_atyupayogaḥ,navaguda_atyupayogah
navajāta,navajaata
navajvara_pāṇḍuroga_kāmalā_pramehiṇām_anuvāsanasya_vyāpadaḥ,navajvara_paanduroga_kaamalaa_pramehinaam_anuvaasanasya_vyaapadah
navajvare_śoke_nasya_vyāpadaḥ,navajvare_shoke_nasya_vyaapadah
navajvari_virecanavyāpat,navajvari_virecanavyaapat
nāvanam,naavanam
navapratiśyāyārtasya_nasya_vyāpadaḥ,navapratishyaayaartasya_nasya_vyaapadah
navasādaraḥ,navasaadarah
nayana_budbudaḥ,nayana_budbudah
nemisandhānakaḥ,nemisandhaanakah
netra_chādanam,netra_chaadanam
netrakośaḥ,netrakoshah
netram,netram
netranāḍī,netranaadii
netrapuṭam,netraputam
netrarogacikitsā,netrarogacikitsaa
netrarogaḥ,netrarogah
netrasandhiḥ,netrasandhih
netratarpaṇam,netratarpanam
netratvak,netratvak
netryam,netryam
nibandhinī,nibandhinii
nidānam,nidaanam
nidānapañcakaḥ,nidaanapancakah
nidānaparivarjanam,nidaanaparivarjanam
nidānārthakararoga,nidaanaarthakararoga
nidarśanam,nidarshanam
nidrā,nidraa
nidrā_vaiṣamyam,nidraa_vaishamyam
nidrānāśaḥ,nidraanaashah
nidrāvegarodhaḥ,nidraavegarodhah
nigamanam,nigamanam
nighaṇṭuḥ,nighantuh
nigrahasthānam,nigrahasthaanam
niḥśvāsaḥ,nihshvaasah
nijavraṇaḥ,nijavranah
nīlā_(marma),niilaa_(marma)
nīlam,niilam
nīlamehaḥ,niilamehah
nīlikā,niilikaa
nimajjanam,nimajjanam
nimeṣaḥ,nimeshah
nimeṣaḥ,nimeshah
nimeṣaḥ,nimeshah
nimitta_kāraṇam,nimitta_kaaranam
nimittajanya_dṛṣṭigatarogaḥ,nimittajanya_drishtigatarogah
nimittam,nimittam
ninditaśalākā,ninditashalaakaa
niragni_upanāhasvedaḥ,niragni_upanaahasvedah
niragnisvedaḥ,niragnisvedah
nirāmadoṣaḥ,niraamadoshah
nirāmajvaraḥ,niraamajvarah
nirāmāvasthā,niraamaavasthaa
nirbījaśukram,nirbiijashukram
nirdeśaḥ,nirdeshah
nirdhmāpanakarma,nirdhmaapanakarma
nirghātanakarma,nirghaatanakarma
nirindriyaḥ,nirindriyah
nirmalīkaraṇam,nirmaliikaranam
nirṇayaḥ,nirnayah
nirūhabastiḥ,niruuhabastih
nirūhabastyapacāraḥ,niruuhabastyapacaarah
nirūhabastyayogaḥ,niruuhabastyayogah
nirūhamithyāyogaḥ,niruuhamithyaayogah
nirūhātiyogaḥ,niruuhaatiyogah
niruttha,niruttha
nirvacanam,nirvacanam
nirvāpaṇakarma_(vraṇacikitsā),nirvaapanakarma_(vranacikitsaa)
nirvāpaṇam,nirvaapanam
nirvedhima,nirvedhima
nirvikalpakam,nirvikalpakam
nirvikāram,nirvikaaram
niryāsa_viṣaḥ,niryaasa_vishah
niryūhaḥ,niryuuhah
niścandra,nishcandra
niśi,nishi
niṣkrāmaṇasaṁskāraḥ,nishkraamanasaṁskaarah
niṣkriyaḥ,nishkriyah
niṣphalaśukram,nishphalashukram
niṣpīḍanam_(viṣopakramaḥ),nishpiidanam_(vishopakramah)
niṣṭhāpākaḥ,nishthaapaakah
niṣṭhāpākaḥ,nishthaapaakah
nitambaḥ,nitambah
nityaga,nityaga
nityam,nityam
nivṛttasantāpīyarasāyanam,nivrittasantaapiiyarasaayanam
niyamaḥ,niyamah
niyamanam,niyamanam
niyogaḥ,niyogah
nyacchaḥ,nyacchah
odanam,odanam
oja_sāraḥ,oja_saarah
ojakṣayaḥ,ojakshayah
ojas,ojas
ojovaiṣamyam,ojovaishamyam
ojovisraṃsaḥ,ojovisramsah
ojovṛddhiḥ,ojovriddhih
ojovyāpat,ojovyaapat
oṣadhī,oshadhii
oṣadhiḥ,oshadhih
oṣṭhaḥ,oshthah
oṣṭhakaṇṭhajihvāpramārjanam,oshthakanthajihvaapramaarjanam
oṣṭhaprāntaḥ,oshthapraantah
oṣṭharogaḥ,oshtharogah
oṣṭhasandhānavidhiḥ,oshthasandhaanavidhih
pācaka_pittam,paacaka_pittam
pācanakarma,paacanakarma
pācanam,paacanam
pācanam,paacanam
pācanam,paacanam
pacyamānajvaraḥ,pacyamaanajvarah
pacyamānāśayaḥ,pacyamaanaashayah
pacyamānāvasthā,pacyamaanaavasthaa
pādacatuṣṭayam,paadacatushtayam
pādadāhaḥ,paadadaahah
pādadārī,paadadaarii
pādāghātaḥ,paadaaghaatah
pādāgram,paadaagram
pādaḥ,paadah
pādaharṣaḥ,paadaharshah
Pādakurcāsthi,paadakurcaasthi
pādamadhyam,paadamadhyam
pādāṃśikakramaḥ,paadaamshikakramah
pādāṅguliḥ,paadaangulih
padārthaḥ,padaarthah
pādatalam,paadatalam
padminīkaṇṭakaḥ,padminiikantakah
pairojakaḥ,pairojakah
paiśācakāyaḥ,paishaacakaayah
paittika_āmavātaḥ,paittika_aamavaatah
paittika_asṛgdaraḥ,paittika_asrigdarah
paittika_liṅganāśaḥ,paittika_linganaashah
paittikajvaraḥ,paittikajvarah
paittikajvarapūrvarūpam,paittikajvarapuurvaruupam
paittikakuṣṭhaḥ,paittikakushthah
paittikapariṇāmaśūlaḥ,paittikaparinaamashuulah
paittikaraktaduṣṭiḥ,paittikaraktadushtih
paittikayonikandaḥ,paittikayonikandah
pākaḥ,paakah
pakṣāghātaḥ,pakshaaghaatah
pakṣaḥ,pakshah
pakṣaḥ,pakshah
pakṣaḥ,pakshah
pakṣavadhaḥ,pakshavadhah
pakṣmāgram,pakshmaagram
pakṣmakopaḥ,pakshmakopah
pakṣmamaṇḍalam,pakshmamandalam
pakṣmaśātaḥ,pakshmashaatah
pakṣmāśayaḥ,pakshmaashayah
pakṣmavartma_sandhiḥ,pakshmavartma_sandhih
pakṣmoparodhaḥ,pakshmoparodhah
paktiḥ,paktih
paktisthānam,paktisthaanam
pakvādhānam,pakvaadhaanam
pakvāśayagatavātaḥ,pakvaashayagatavaatah
pakvāśayaḥ,pakvaashayah
pakvāśayasamuttharogaḥ,pakvaashayasamuttharogah
pakvāśayastha_dūṣīviṣam,pakvaashayastha_duushiivisham
pakvāśayastha_rudhiraḥ,pakvaashayastha_rudhirah
pakvasthānam,pakvasthaanam
pakvāvasthā,pakvaavasthaa
palam,palam
palitaḥ,palitah
pāmā,paamaa
pānājīrṇam,paanaajiirnam
pānakam,paanakam
panasikā,panasikaa
pānātyayaḥ,paanaatyayah
pānavibhramaḥ,paanavibhramah
pañcadaśakarṇabandhākṛti,pancadashakarnabandhaakriti
pañcakarma,pancakarma
pañcamahābhūta,pancamahaabhuuta
pañcamamāsa_garbhaḥ,pancamamaasa_garbhah
pañcāṅgībandhaḥ,pancaangiibandhah
pañcāvayava_vākyam,pancaavayava_vaakyam
pāṇḍukarma_(vraṇacikitsā),paandukarma_(vranacikitsaa)
pāṇḍurogaḥ,paandurogah
paṅguḥ,panguh
pāṇiḥ,paanih
pāṇihṛdayam,paanihridayam
pāṇimūlam,paanimuulam
pāṇiśalākādhiṣṭhānam,paanishalaakaadhishthaanam
pāṇitalam,paanitalam
pāṇitalam,paanitalam
pānīyakṣāraḥ,paaniiyakshaarah
pāpmā,paapmaa
pārada_aṣṭasaṃskāraḥ,paarada_ashtasamskaarah
pāradaḥ,paaradah
paradamūrcchanam,paradamuurcchanam
parādiguṇaḥ,paraadigunah
paramadaḥ,paramadah
paramāṇu,paramaanu
paramāṇuḥ,paramaanuh
parāmarśaḥ,paraamarshah
parārthānumānam,paraarthaanumaanam
paratantra,paratantra
paratvam,paratvam
paridaraḥ,paridarah
pārigarbhikaḥ,paarigarbhikah
parighaḥ,parighah
parihāraḥ,parihaarah
parihārakāla_vyāpadaḥ,parihaarakaala_vyaapadah
parihārakālaḥ,parihaarakaalah
parihārakāle_ahitabhojanam,parihaarakaale_ahitabhojanam
parihārakāle_ajīrṇabhojanam,parihaarakaale_ajiirnabhojanam
parihārakāle_ati_āsanam,parihaarakaale_ati_aasanam
parihārakāle_aticaṅkramaṇam,parihaarakaale_aticankramanam
parihārakāle_divāsvapnaḥ,parihaarakaale_divaasvapnah
parihārakāle_mithyāvyavāyaḥ,parihaarakaale_mithyaavyavaayah
parihārakāle_rathakṣobhaḥ,parihaarakaale_rathakshobhah
parihārakāle_uccabhāṣyam,parihaarakaale_uccabhaashyam
parikartikā_vamanavyāpat,parikartikaa_vamanavyaapat
parikartikābastivyāpat,parikartikaabastivyaapat
parikartikāvirecanavyāpat,parikartikaavirecanavyaapat
parīkṣā,pariikshaa
parilehī,parilehii
parimāṇaḥ,parimaanah
parimlāyi_liṅganāśaḥ,parimlaayi_linganaashah
pariṇāmaḥ,parinaamah
pariṇāmaśūlaḥ,parinaamashuulah
paripoṭakaḥ,paripotakah
pariṣekaḥ_(viṣopakramaḥ),parishekah_(vishopakramah)
pariṣekakarma_(vraṇacikitsā),parishekakarma_(vranacikitsaa)
pariṣekasvedaḥ,parishekasvedah
parisrāva_vamanavyāpat,parisraava_vamanavyaapat
parisrāvabastivyāpat,parisraavabastivyaapat
parisrāvavirecanavyāpat,parisraavavirecanavyaapat
parisrāvībhagandaraḥ,parisraaviibhagandarah
parivartikā,parivartikaa
parpaṭī,parpatii
pārṣṇiḥ,paarshnih
pārṣṇyasthi,paarshnyasthi
parśukā,parshukaa
parśukāgram,parshukaagram
pārśvajaghanam,paarshvajaghanam
pārśvam,paarshvam
pārśvasandhiḥ_(marma),paarshvasandhih_(marma)
pārthivam,paarthivam
parva,parva
parvaṇikā,parvanikaa
pāṣāṇagardabhaḥ,paashaanagardabhah
pāśavakāyaḥ,paashavakaayah
paścādbhaktaḥ,pashcaadbhaktah
paścāt_karma,pashcaat_karma
paścimahānavyadantaḥ,pashcimahaanavyadantah
paṭalam,patalam
pāṭanakarma,paatanakarma
pātanam,paatanam
pathyam,pathyam
pathyam,pathyam
pāṭitabhagnaḥ,paatitabhagnah
patra_viṣaḥ,patra_vishah
patradānakarma,patradaanakarma
paṭuḥ,patuh
pauruṣam,paurusham
pautavamānam,pautavamaanam
pauttikam,pauttikam
pavanendriyaḥ,pavanendriyah
payaḥ,payah
payodharau,payodharau
pāyuḥ,paayuh
pāyumeḍhrāntaram,paayumedhraantaram
pāyuvaliḥ,paayuvalih
pāyyamānam,paayyamaanam
peśī,peshii
peśyantaragata_śalyaḥ,peshyantaragata_shalyah
peyā,peyaa
phalakośaḥ,phalakoshah
phalam,phalam
phalaprāśanasaṁskāraḥ,phalapraashanasaṁskaarah
phalavargaḥ,phalavargah
phalaviṣaḥ,phalavishah
phalayoniḥ,phalayonih
phaṇam_(marma),phanam_(marma)
phāṇṭam,phaantam
phenamehaḥ,phenamehah
phenilaretodoṣaḥ,phenilaretodoshah
phuphphusaḥ,phuphphusah
picchā,picchaa
picchila_bastiḥ,picchila_bastih
picchilaḥ,picchilah
pīḍanakarma,piidanakarma
pīḍanakarma,piidanakarma
pīḍanakarma_(vraṇacikitsā),piidanakarma_(vranacikitsaa)
pīnasaḥ,piinasah
piṇḍasvedaḥ,pindasvedah
piṇḍī,pindii
piṇḍikā,pindikaa
piṇyākaḥ,pinyaakah
pipāsā,pipaasaa
pipīlikā_daṣṭaḥ,pipiilikaa_dashtah
piśācādikṛtarogaḥ,pishaacaadikritarogah
piśitāśritaṃpaṭalam,pishitaashritampatalam
piṣṭakaḥ,pishtakah
piṣṭamehaḥ,pishtamehah
pītam,piitam
pītasnehamadyatoyapātu_kāmānām_nasya_vyāpadaḥ,piitasnehamadyatoyapaatu_kaamaanaam_nasya_vyaapadah
pitṛ_unmādaḥ,pitri_unmaadah
pitṛjarogaḥ,pitrijarogah
pitta_karma,pitta_karma
pitta_śamanam,pitta_shamanam
pitta_srāvaḥ,pitta_sraavah
pittābhiṣyandaḥ,pittaabhishyandah
pittadharā_kalā,pittadharaa_kalaa
pittadoṣāvasthā,pittadoshaavasthaa
pittaduṣṭaraktaḥ,pittadushtaraktah
pittaja_grahaṇīroga,pittaja_grahaniiroga
pittaja_adhimanthaḥ,pittaja_adhimanthah
pittaja_apasmāraḥ,pittaja_apasmaarah
pittaja_arocakaḥ,pittaja_arocakah
pittaja_aśmarī,pittaja_ashmarii
pittaja_atisāraḥ,pittaja_atisaarah
pittaja_oṣṭhaprakopaḥ,pittaja_oshthaprakopah
pittaja_pratiśyāyaḥ,pittaja_pratishyaayah
pittaja_śirorogaḥ,pittaja_shirorogah
pittaja_udararogaḥ,pittaja_udararogah
pittaja_upadaṃśaḥ,pittaja_upadamshah
pittaja_vṛddhiḥ,pittaja_vriddhih
pittaja_yonirogaḥ,pittaja_yonirogah
pittajabhagandaraḥ,pittajabhagandarah
pittajacaturthakajvaraḥ,pittajacaturthakajvarah
pittajachardiḥ,pittajachardih
pittajadāhaḥ,pittajadaahah
pittajadantanāḍī,pittajadantanaadii
pittajagranthiḥ,pittajagranthih
pittajagulmaḥ,pittajagulmah
pittajahṛdrogaḥ,pittajahridrogah
pittajājīrṇam,pittajaajiirnam
pittajakarṇarogaḥ,pittajakarnarogah
pittajakāsaḥ,pittajakaasah
pittajakṣīradoṣaḥ,pittajakshiiradoshah
pittajamasūrikā,pittajamasuurikaa
pittajamūrcchā,pittajamuurcchaa
pittajamūtrakṛcchram,pittajamuutrakricchram
pittajanāḍīvraṇaḥ,pittajanaadiivranah
pittajanāsārśaḥ,pittajanaasaarshah
pittajapāṇḍurogaḥ,pittajapaandurogah
pittajapramehaḥ,pittajapramehah
pittajaraktapittam,pittajaraktapittam
pittajarohiṇī,pittajarohinii
pittajārśaḥ,pittajaarshah
pittajaślīpadaḥ,pittajashliipadah
pittajaśophaḥ,pittajashophah
pittajaśūlaḥ,pittajashuulah
pittajasvarabhedaḥ,pittajasvarabhedah
pittajatṛṣṇā,pittajatrishnaa
pittajavidradhiḥ,pittajavidradhih
pittajavisarpaḥ,pittajavisarpah
pittajavisphoṭakaḥ,pittajavisphotakah
pittajavraṇaḥ,pittajavranah
pittajavraṇaśophaḥ,pittajavranashophah
pittajonmādaḥ,pittajonmaadah
pittakaphajavisarpaḥ,pittakaphajavisarpah
pittakaphaprakṛtiḥ,pittakaphaprakritih
pittakōpanam,pittakōpanam
pittakṣayaḥ,pittakshayah
pittalam,pittalam
pittam,pittam
pittaprakopaḥ,pittaprakopah
pittaprakṛtiḥ,pittaprakritih
pittaprasaraḥ,pittaprasarah
pittasañcayaḥ,pittasancayah
pittāśayaḥ,pittaashayah
Pittavahā,pittavahaa
Pittavāhinī,pittavaahinii
pittavidagdhadṛṣṭiḥ,pittavidagdhadrishtih
pittavikāraḥ,pittavikaarah
pittavṛddhi_lakṣaṇam,pittavriddhi_lakshanam
pīyūṣaḥ,piiyuushah
plīhā,pliihaa
plīhodaraḥ,pliihodarah
pothakī,pothakii
poṭṭalakaḥ,pottalakah
prabāhuḥ,prabaahuh
prabhā,prabhaa
prabhāvaḥ,prabhaavah
prabhāvardhanam,prabhaavardhanam
pracchānam,pracchaanam
pracchardanam,pracchardanam
pradehaḥ,pradehah
pradeśaḥ,pradeshah
pradeśini,pradeshini
pradhamanakarma,pradhamanakarma
pradhamanam,pradhamanam
pradhāna_karma,pradhaana_karma
prādhānikahetuḥ,praadhaanikahetuh
Prādhānyasamprāptiḥ,praadhaanyasampraaptih
pradhvaṃsābhāvaḥ,pradhvamsaabhaavah
prāgabhāvaḥ,praagabhaavah
prāgbhaktaḥ,praagbhaktah
prajananakālaḥ,prajananakaalah
prajananam,prajananam
prajananamalaḥ,prajananamalah
prajāsthāpanam,prajaasthaapanam
prajāyanī,prajaayanii
prajñāparādhaḥ,prajnaaparaadhah
prajñāparādhaḥ,prajnaaparaadhah
prākāmyam,praakaamyam
prakaraṇasamaḥ,prakaranasamah
praklinnavartma,praklinnavartma
prakopaḥ,prakopah
prakoṣṭhaḥ,prakoshthah
prākṛtadoṣaḥ,praakritadoshah
prakṛtiḥ,prakritih
prakṛtiḥ,prakritih
prakṛtisamasamavetasanni_pātajarogaḥ,prakritisamasamavetasanni_paatajarogah
prakṛtisthāpanam,prakritisthaapanam
prakṛtivighātaḥ,prakritivighaatah
prakṣālanakarma,prakshaalanakarma
prakṣālanakarma,prakshaalanakarma
prakṣepaḥ,prakshepah
pralepaḥ,pralepah
pramā,pramaa
pramāṇaḥ,pramaanah
pramāṇam,pramaanam
pramārjanakarma,pramaarjanakarma
pramārjanakarma,pramaarjanakarma
pramāthī,pramaathii
pramehaḥ,pramehah
pramehapiḍakā,pramehapidakaa
prameyaḥ,prameyah
prāṇaḥ,praanah
prāṇapratyāgamanam,praanapratyaagamanam
pranaṣṭaśalyam,pranashtashalyam
prāṇavahasrotaḥ,praanavahasrotah
prāṇavahasrotoduṣṭiḥ,praanavahasrotodushtih
prāṇavahasrotoviddhaḥ,praanavahasrotoviddhah
prāṇavātakopaḥ,praanavaatakopah
prāṇāyatanam,praanaayatanam
praṇipātagamanam,pranipaatagamanam
prapadam,prapadam
prapāṇiḥ,prapaanih
prasādaḥ,prasaadah
prasādanakavalaḥ,prasaadanakavalah
prasādanāñjanam,prasaadanaanjanam
prasādāñjana_apacāraḥ,prasaadaanjana_apacaarah
prasādāñjana_atiyogaḥ,prasaadaanjana_atiyogah
prasādāñjana_ayogaḥ,prasaadaanjana_ayogah
prasaktacchardi_vamanasya_vyāpadaḥ,prasaktacchardi_vamanasya_vyaapadah
prasaktacchardirniṣṭhīvikā_śvāsa_kāsahikkārtānām_āsthāpanasya_vyāpadaḥ,prasaktacchardirnishthiivikaa_shvaasa_kaasahikkaartaanaam_aasthaapanasya_vyaapadah
praśamanam,prashamanam
prasaṅgaḥ,prasangah
prasannā,prasannaa
prasaraḥ,prasarah
praśasta_āhārakālaḥ,prashasta_aahaarakaalah
praśastayoniḥ,prashastayonih
praśna,prashna
prāsravaṇam,praasravanam
prasṛtiḥ,prasritih
prastarasvedaḥ,prastarasvedah
prastāryarma,prastaaryarma
prasthaḥ,prasthah
prasūtitantra,prasuutitantra
pratānavatīsnāyuḥ,prataanavatiisnaayuh
pratarasandhiḥ,pratarasandhih
prathama_madaḥ,prathama_madah
prathama_paṭalagatadoṣaḥ,prathama_patalagatadoshah
prathamamāsa_garbhaḥ,prathamamaasa_garbhah
pratibālāḥ,pratibaalaah
pratijñā,pratijnaa
pratijñāhāniḥ,pratijnaahaanih
pratikhuraḥ,pratikhurah
pratimarśaḥ,pratimarshah
pratimarśaḥ,pratimarshah
pratīnāhaḥ,pratiinaahah
pratinidhidravyam,pratinidhidravyam
pratinidhidravyam,pratinidhidravyam
prātiniyamikīsiddhiḥ,praatiniyamikiisiddhih
pratipattiḥ,pratipattih
pratisāraṇakarma_(vraṇacikitsā),pratisaaranakarma_(vranacikitsaa)
pratisāraṇam,pratisaaranam
pratisāraṇam_(viṣopakramaḥ),pratisaaranam_(vishopakramah)
pratisāraṇīyakṣāraḥ,pratisaaraniiyakshaarah
pratiṣṭhāpanā,pratishthaapanaa
pratiśyāya_plīhādayoḥ_anuvāsanasya_vyāpadaḥ,pratishyaaya_pliihaadayoh_anuvaasanasya_vyaapadah
pratiśyāyaḥ,pratishyaayah
pratitūnī,pratituunii
prativāsara_ajīrṇam,prativaasara_ajiirnam
prativiṣam_(viṣopakramaḥ),prativisham_(vishopakramah)
pratolībandhaḥ,pratoliibandhah
pratyādhmānam,pratyaadhmaanam
pratyākhyeyaroga,pratyākhyeyaroga
pratyākhyeyarogaḥ,pratyaakhyeyarogah
pratyakṣam,pratyaksham
pratyānāhaḥ,pratyaanaahah
pratyañjanam,pratyanjanam
pratyanuyogaḥ,pratyanuyogah
pratyayam,pratyayam
pratyutsāraḥ,pratyutsaarah
pravāhaṇakarma,pravaahanakarma
pravāhikā,pravaahikaa
pravāhikābastivyāpat,pravaahikaabastivyaapat
pravāhiṇī,pravaahinii
pravicāraṇāsnehaḥ,pravicaaranaasnehah
pravṛttiḥ,pravrittih
pravṛttiḥ,pravrittih
prāyaścittam,praayashcittam
prāyaścittam,praayashcittam
prayatnaḥ,prayatnah
prāyogikadhūmapānam,praayogikadhuumapaanam
prayojanam,prayojanam
pretakāyaḥ,pretakaayah
pretya,pretya
prothau,prothau
pṛṣṭhabastiḥ,prishthabastih
pṛṣṭham,prishtham
pṛṣṭhamarma,prishthamarma
pṛṣṭhavaṃśaḥ,prishthavamshah
pṛṣṭheṣikā,prishtheshikaa
pṛthaktvam,prithaktvam
pṛthukaḥ,prithukah
pṛthulā_snāyuḥ,prithulaa_snaayuh
pṛthvī,prithvii
puṃbījam,pumbiijam
puṃstvanāśanaḥ,pumstvanaashanah
puṁstvopaghātajaklaibyam,puṁstvopaghaatajaklaibyam
puṃstvopaghātin,pumstvopaghaatin
puṇḍarīkaḥ,pundariikah
pūpaḥ,puupah
pūpalikā,puupalikaa
pūraṇakarma,puuranakarma
pūraṇam,puuranam
purīṣābhighātaja_udāvartaḥ,puriishaabhighaataja_udaavartah
purīṣādhāraḥ,puriishaadhaarah
purīṣadharākalā,puriishadharaakalaa
purīṣajakṛmiḥ,puriishajakrimih
purīṣajananam,puriishajananam
purīṣakṣayaḥ,puriishakshayah
purīṣam,puriisham
purīṣarodhajamūtrakṛcchram,puriisharodhajamuutrakricchram
purīṣasaṅgrahaṇīya,puriishasangrahaniiya
purīṣavaha_srōtōduṣṭi,puriishavaha_srōtōdushti
purīṣavahasrotas,puriishavahasrotas
purīṣavahasrotoviddhaḥ,puriishavahasrotoviddhah
purīṣavaiṣamyam,puriishavaishamyam
purīṣavegarodhaḥ,puriishavegarodhah
purīṣavirajanīya,puriishavirajaniiya
purīṣavṛddhiḥ,puriishavriddhih
puruṣaḥ,purushah
puruṣendriyam,purushendriyam
pūrvakarma,puurvakarma
pūrvapakṣaḥ,puurvapakshah
pūrvapaścima_vibhāgaḥ,puurvapashcima_vibhaagah
pūrvarūpa,puurvaruupa
pūrvarūpabhedaḥ,puurvaruupabhedah
pūrvarūpam,puurvaruupam
puṣkarikā,pushkarikaa
puṣpa_viṣaḥ,pushpa_vishah
puṣpam,pushpam
puṣparāgam,pushparaagam
puṣpitaḥ,pushpitah
puṭaḥ,putah
pūtanāgrahaḥ,puutanaagrahah
puṭapāka_apacāraḥ,putapaaka_apacaarah
puṭapāka_atiyogaḥ,putapaaka_atiyogah
puṭapāka_hīnayogaḥ,putapaaka_hiinayogah
puṭapākaḥ,putapaakah
puṭapākasvarasaḥ,putapaakasvarasah
pūtikarṇaḥ,puutikarnah
pūtīnāsā,puutiinaasaa
pūtiśukradoṣaḥ,puutishukradoshah
putriṇī_pramehapiḍakā,putrinii_pramehapidakaa
pūya_śoṇitam,puuya_shonitam
pūyālasaḥ,puuyaalasah
pūyaraktam,puuyaraktam
pūyasrāvaḥ,puuyasraavah
rāgaḥ,raagah
raja,raja
rajaḥ,rajah
rajaḥ,rajah
rājasarogaḥ,raajasarogah
rājasikakāyaḥ,raajasikakaayah
rajasrāvaḥ,rajasraavah
rajatam,rajatam
rājāvartaḥ,raajaavartah
rājayakṣmā,raajayakshmaa
rajjuḥ,rajjuh
rakṣākarma,rakshaakarma
rākṣasakāyaḥ,raakshasakaayah
rakṣāvidhānam_(vraṇacikitsā),rakshaavidhaanam_(vranacikitsaa)
rakta_dhātuḥ,rakta_dhaatuh
rakta_sāraḥ,rakta_saarah
rakta_srāvaḥ,rakta_sraavah
raktābhiṣyandaḥ,raktaabhishyandah
Raktadharākalā,raktadharaakalaa
raktadhātugatajvaraḥ,raktadhaatugatajvarah
raktadhātvagniḥ,raktadhaatvagnih
raktagatamasūrikā,raktagatamasuurikaa
raktagatavātaḥ,raktagatavaatah
raktāgni,raktaagni
raktaja_adhimanthaḥ,raktaja_adhimanthah
raktaja_liṅganāśaḥ,raktaja_linganaashah
raktaja_oṣṭhaprakopaḥ,raktaja_oshthaprakopah
raktaja_pratiśyāyaḥ,raktaja_pratishyaayah
raktaja_śirorogaḥ,raktaja_shirorogah
raktaja_upadaṃśaḥ,raktaja_upadamshah
raktaja_vṛddhiḥ,raktaja_vriddhih
raktajadāhaḥ,raktajadaahah
raktajagranthiḥ,raktajagranthih
raktajagulmaḥ,raktajagulmah
raktajakṛmiḥ,raktajakrimih
raktajamasūrikā,raktajamasuurikaa
raktajamūrcchā,raktajamuurcchaa
raktajārbudaḥ,raktajaarbudah
raktajarohiṇī,raktajarohinii
raktajārśaḥ,raktajaarshah
raktajavidradhiḥ,raktajavidradhih
raktajavisphoṭakaḥ,raktajavisphotakah
raktajavraṇaḥ,raktajavranah
raktajavraṇaśophaḥ,raktajavranashophah
raktakṣayaḥ,raktakshayah
raktam,raktam
raktamehaḥ,raktamehah
raktamokṣaṇa_apacāraḥ,raktamokshana_apacaarah
raktamokṣaṇa_atiyogaḥ,raktamokshana_atiyogah
raktamokṣaṇa_ayogaḥ,raktamokshana_ayogah
raktamokṣaṇam,raktamokshanam
raktamokṣaṇam_(viṣopakramaḥ),raktamokshanam_(vishopakramah)
raktamokṣaṇamithyāyogaḥ,raktamokshanamithyaayogah
raktapathaḥ,raktapathah
raktapittam,raktapittam
raktapradaraḥ,raktapradarah
raktapūrṇakoṣṭhaḥ,raktapuurnakoshthah
raktapuṣṭiḥ,raktapushtih
raktāśayaḥ,raktaashayah
raktaśodhanaḥ,raktashodhanah
raktātipravṛttiḥ,raktaatipravrittih
raktātisāraḥ,raktaatisaarah
Raktavahā,raktavahaa
raktavahasrotas,raktavahasrotas
raktavahasrotoduṣṭiḥ,raktavahasrotodushtih
raktavahasrotoviddhaḥ,raktavahasrotoviddhah
raktavaiṣamyam,raktavaishamyam
raktavṛddhiḥ,raktavriddhih
rañjaka_pittam,ranjaka_pittam
rasa_sāraḥ,rasa_saarah
rasa_dhātuḥ,rasa_dhaatuh
rasadhātugatajvaraḥ,rasadhaatugatajvarah
rasadhātugatamasūrikā,rasadhaatugatamasuurikaa
rasadhātvagniḥ,rasadhaatvagnih
rasāgni,rasaagni
rasaḥ,rasah
rasaḥ,rasah
rasaḥ,rasah
rasaḥ,rasah
rasakaḥ,rasakah
rasakriyā,rasakriyaa
rasakriyā_(vraṇacikitsā),rasakriyaa_(vranacikitsaa)
rasakriyā_kṣudrāñjanam,rasakriyaa_kshudraanjanam
rasakṛtarogaḥ,rasakritarogah
rasakṣayaḥ,rasakshayah
rasakṣayajatṛṣṇā,rasakshayajatrishnaa
rasālā,rasaalaa
rasanā,rasanaa
rasanabandhanam,rasanabandhanam
rasanendriyam,rasanendriyam
rasāñjanam,rasaanjanam
rasapañcakam,rasapancakam
rasaśāstram,rasashaastram
rasaśeṣajanya_ajīrṇam,rasasheshajanya_ajiirnam
rasasthānam,rasasthaanam
rasātiyogaḥ,rasaatiyogah
rasavahādhamanī,rasavahaadhamanii
rasavahasrotas,rasavahasrotas
rasavahasrotoduṣṭiḥ,rasavahasrotodushtih
rasavahasrotoviddhaḥ,rasavahasrotoviddhah
rasavaiṣamyam,rasavaishamyam
rasavṛddhiḥ,rasavriddhih
rasāyana_cikitsā,rasaayana_cikitsaa
rasāyanacikitsā,rasaayanacikitsaa
rasāyanam,rasaayanam
ratnam,ratnam
rātricaryā,raatricaryaa
rātryāndhyam,raatryaandhyam
rattī,rattii
recana_karma,recana_karma
recananasyam,recananasyam
rekhāpurṇatā,rekhaapurnataa
retas,retas
retodoṣaḥ,retodoshah
revatīgrahaḥ,revatiigrahah
ṛjugranthiḥ,rijugranthih
ṛjūkaraṇakarma,rijuukaranakarma
rocanaḥ,rocanah
rociṣṇuḥ,rocishnuh
rodanam,rodanam
rodhanam,rodhanam
roga,roga
rogādhiṣṭhānam,rogaadhishthaanam
rogānīkaḥ,rogaaniikah
